budget,genres,id,keywords,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,imdbId,ML-100k-convertId,ML-latestId
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",414,"[{""id"": 483, ""name"": ""riddle""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 3259, ""name"": ""rose""}, {""id"": 6969, ""name"": ""gotham city""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 10486, ""name"": ""robin""}, {""id"": 10525, ""name"": ""broken neck""}, {""id"": 11268, ""name"": ""psychologist""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 33518, ""name"": ""district attorney""}, {""id"": 33626, ""name"": ""millionaire""}, {""id"": 33981, ""name"": ""falling down stairs""}, {""id"": 34156, ""name"": ""tied up""}, {""id"": 156116, ""name"": ""tommy gun""}, {""id"": 157166, ""name"": ""beretta""}, {""id"": 157583, ""name"": ""knocked out""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 170383, ""name"": ""disfigurement""}, {""id"": 170652, ""name"": ""father figure""}]",en,48.205606,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Polygram Filmed Entertainment"", ""id"": 31080}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-05-31,336529144,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Batman Forever,5.2,1498,112462,29,153
105000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",563,"[{""id"": 305, ""name"": ""moon""}, {""id"": 1423, ""name"": ""asteroid""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2900, ""name"": ""buenos aires""}, {""id"": 2902, ""name"": ""space battle""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6092, ""name"": ""army""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 161247, ""name"": ""drill instructor""}, {""id"": 162365, ""name"": ""military""}]",en,58.782359,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Big Bug Pictures"", ""id"": 23434}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-11-06,121214377,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Starship Troopers,6.7,1560,120201,271,1676
10000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",29193,"[{""id"": 811, ""name"": ""dialogue""}, {""id"": 2246, ""name"": ""confidence""}, {""id"": 3338, ""name"": ""invention""}, {""id"": 10183, ""name"": ""independent film""}]",en,3.091077,"[{""name"": ""Jean Doumanian Productions"", ""id"": 16280}, {""name"": ""Sweetland Films"", ""id"": 21716}, {""name"": ""Magnolia Films"", ""id"": 65514}, {""name"": ""Jasmine Productions Inc."", ""id"": 65515}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-08,13835130,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Spanish Prisoner,7.1,73,120176,1651,1834
90000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",18,"[{""id"": 402, ""name"": ""clone""}, {""id"": 444, ""name"": ""taxi""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3622, ""name"": ""stowaway""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 6163, ""name"": ""arms dealer""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 10150, ""name"": ""end of the world""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 11290, ""name"": ""cab driver""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 161176, ""name"": ""space opera""}, {""id"": 162365, ""name"": ""military""}, {""id"": 164920, ""name"": ""opera singer""}, {""id"": 169593, ""name"": ""resort hotel""}, {""id"": 172718, ""name"": ""ancient astronaut""}, {""id"": 223344, ""name"": ""archeologist""}, {""id"": 229863, ""name"": ""ancient evil""}, {""id"": 234630, ""name"": ""cruise liner""}]",en,109.528572,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Gaumont"", ""id"": 9}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",1997-05-07,263920180,126.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",The Fifth Element,7.3,3885,119116,250,1527
98000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",1408,"[{""id"": 911, ""name"": ""exotic island""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 1969, ""name"": ""map""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 5470, ""name"": ""scalp""}, {""id"": 12988, ""name"": ""pirate""}]",en,7.029308,"[{""name"": ""Le Studio Canal+"", ""id"": 183}, {""name"": ""Laurence Mark Productions"", ""id"": 415}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Carolco Pictures"", ""id"": 14723}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-12-22,10017322,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Cutthroat Island,5.7,136,112760,1239,15
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",607,"[{""id"": 1308, ""name"": ""secret identity""}, {""id"": 1381, ""name"": ""sun glasses""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2173, ""name"": ""illegal immigration""}, {""id"": 2428, ""name"": ""deportation""}, {""id"": 2547, ""name"": ""new identity""}, {""id"": 3240, ""name"": ""giant cockroach""}, {""id"": 3242, ""name"": ""cannon""}, {""id"": 3243, ""name"": ""flying saucer""}, {""id"": 4751, ""name"": ""stay permit""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 174915, ""name"": ""fictional government agency""}]",en,104.121555,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Parkes+MacDonald Image Nation"", ""id"": 49325}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-07-02,589390539,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Men in Black,6.9,4412,119654,257,1580
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1572,"[{""id"": 258, ""name"": ""bomb""}, {""id"": 444, ""name"": ""taxi""}, {""id"": 483, ""name"": ""riddle""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 703, ""name"": ""detective""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1321, ""name"": ""gold""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 177309, ""name"": ""simon says""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 188329, ""name"": ""dump truck""}, {""id"": 192707, ""name"": ""aqueduct""}, {""id"": 219404, ""name"": ""action hero""}, {""id"": 226838, ""name"": ""federal reserve bank""}]",en,51.881077000000005,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-05-19,366101666,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}]",Die Hard: With a Vengeance,6.9,2066,112864,550,165
90000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",686,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 1508, ""name"": ""new mexico""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 2846, ""name"": ""prime number""}, {""id"": 3412, ""name"": ""star""}, {""id"": 3416, ""name"": ""radio wave""}, {""id"": 3417, ""name"": ""wormhole""}, {""id"": 3419, ""name"": ""fanatic""}, {""id"": 10706, ""name"": ""spirituality""}, {""id"": 11001, ""name"": ""religion""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15246, ""name"": ""sabotage""}, {""id"": 159961, ""name"": ""ham radio""}, {""id"": 160515, ""name"": ""alien contact""}, {""id"": 162356, ""name"": ""mechanical engineering""}, {""id"": 162357, ""name"": ""observatory""}, {""id"": 226028, ""name"": ""eccentric man""}, {""id"": 226240, ""name"": ""radio telescope""}]",en,55.249433999999994,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""South Side Amusement Company"", ""id"": 43910}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-07-11,171120329,150.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Contact,7.2,1308,118884,258,1584
68000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",10003,"[{""id"": 220, ""name"": ""berlin""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 5138, ""name"": ""gas""}, {""id"": 6168, ""name"": ""master thief""}, {""id"": 186946, ""name"": ""the saint""}]",en,20.913852,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}, {""name"": ""Rysher Entertainment"", ""id"": 11661}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-04-03,118063304,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",The Saint,5.9,302,120053,748,1479
90000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",10357,"[{""id"": 1552, ""name"": ""subway""}, {""id"": 2859, ""name"": ""lava""}, {""id"": 3347, ""name"": ""volcano""}, {""id"": 7051, ""name"": ""volcanologist""}, {""id"": 12670, ""name"": ""los angeles""}]",en,19.836123999999998,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-04-25,0,104.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Volcano,5.2,376,120461,678,1515
90000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",4477,"[{""id"": 242, ""name"": ""new york""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 2142, ""name"": ""anonymity""}, {""id"": 7005, ""name"": ""northern ireland""}]",en,15.350451000000001,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-03-12,140807547,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Devil's Own,5.9,290,118972,245,1488
